resolution	cluster	n_cells	entropy	top_lineage	margin	top_unbiased_genes	astro_glial	radial_glia	opc	oligo_mature	neuronal	myeloid	t_cell	endothelial	proliferation
res0.5	21	98	0.166070123902582	oligo_mature	0.00601970578947747	B4GALNT1, APP, GNLY, TRPC5, CTNNA3	-0.107507028202158	-0.161878637642718	-0.0729424041148786	-0.0190233458219542	-0.0543803803972973	-0.0414547846623975	-0.0250430516114317	-0.0415071366058293	-0.0370994451988921
res0.5	4	167082	0.402732288968608	neuronal	0.015576983668701	NNAT, RELN, SOX4, FBLN1, SOX11	-0.0935165615101803	-0.0503759911898152	-0.0625583029108475	-0.00967046384614816	0.00812333020602867	-0.0286239166758676	-0.0112870676832052	-0.0278935986922521	-0.00745365346267236
res0.5	11	38425	0.70678623635355	neuronal	0.0207514058602204	SLC17A7, CRYM, APP, C1QL3, HS3ST2	0.0382180193770342	-0.0799974388128525	-0.000538859559936156	-0.00259803033779	0.0589694252372547	-0.0132592704838522	-0.0146897790871238	-0.0108138854153949	0.00629866435738057
res0.5	15	21303	0.896149356206208	neuronal	0.0303494622201972	GAD1, TAC1, SST, LHX6, MYO16	-0.0289297324349501	-0.0438209598554657	-0.00413870902008279	-0.00550554601463794	0.0262107532001145	-0.0122977830328909	-0.0094901726542682	-0.0182342855575576	-0.00641760358287709
res0.5	1	263717	0.133519367339883	radial_glia	0.0611474871432421	RELN, FGFR3, APP, IGFBP5, COL25A1	-0.0928954319924623	0.0813444427251821	-0.056101028905598	0.00826205567677854	0.00531068521747306	-0.0243324655107373	0.02019695558194	-0.0132134866986979	0.0105906752538562
res0.5	12	34186	0.765252731255936	t_cell	0.0741777835877671	CD2, TRAC, CD48, PTPRC, CCL5	-0.0656944621688622	-0.0700384864895066	-0.0492601736161203	-0.00668235237716548	-0.0266553118684649	-0.0143643232618953	0.0674954312106016	-0.0118962336488357	-0.0114012333639707
res0.5	8	117903	0.24218080333965	radial_glia	0.10232228513442	CXCL14, PAX6, FGFR3, DNER, RGS16	-0.0059999945847037	0.172120586837069	-0.0541756643342636	0.00293517430533272	0.0697983017026495	-0.0275421190958086	-0.00464030869531094	-0.0177345374828266	0.0081752520153236
res0.5	14	28657	0.786315976265854	oligo_mature	0.114699180084761	ERMN, MOG, CNDP1, UGT8, CLDN11	-0.036659146064222	-0.0706533030225471	-0.00996497212765637	0.104734207957104	-0.0264943574519153	-0.0217000682139214	-0.0127299633972486	-0.0219470485798396	-0.0161305100975619
res0.5	6	156357	0.388090026565759	radial_glia	0.116738492081916	PAX6, FGFR3, SOX4, LAMP5, MEIS2	-0.0172081742040416	0.135488281355309	-0.0399485907384927	-0.003237519748382	0.00927135965275937	-0.0303839841564156	-0.00954664658466953	-0.0164179741696847	0.0187497892733933
res0.5	7	154577	0.953903980898356	myeloid	0.13082732865028	AIF1, GPR34, APOE, RNASET2, FCER1G	0.0338734168801038	-0.127077465734114	-0.0206777326749163	-0.0104817843067239	-0.0397995777943479	0.180948790282151	0.0303717867583653	0.0501214616318713	-0.0135164633428745
res0.5	13	29540	0.699663575854823	proliferation	0.14326797712391	TOP2A, MKI67, SOX4, CENPF, COL25A1	-0.0643574015557298	-0.00969760213616283	-0.0408121731426002	-0.00401572752036835	-0.00737961725816797	-0.0198258730932361	-0.00420634433674444	-0.0143765642893284	0.139252249603542
res0.5	10	112734	0.896639751797841	endothelial	0.201621419351588	IFITM3, DCN, FLT1, IGFBP4, PECAM1	-0.00157792475310218	-0.135207496799098	-0.0365615164843933	-0.00427256635117423	-0.0451688998479495	0.00103374799921802	0.00254150448068727	0.204162923832276	-0.0173048821496147
res0.5	2	189217	0.780194773253589	astro_glial	0.237771042357072	AQP4, APOE, GJA1, PTPRZ1, TTYH1	0.322992339782919	0.0204725399001778	0.0852212974258472	-0.00654298308273551	-0.0139380170258606	-0.00106550783847878	-0.0166498925268876	-0.028471855826624	-0.00995362724701698
res0.5	5	159857	0.85711587668977	opc	0.265023529449952	PTPRZ1, OLIG1, SEMA5A, OLIG2, VCAN	0.050337256800506	-0.0334102043890341	0.315360786250458	0.0116374760324019	0.0289096434681954	0.0135785832840269	-0.0150271161682877	-0.0276742239715214	-0.000795376932088046
res0.5	19	203	0.0819919731370806	opc	0.267318459102355	PTPRZ1, SOX10, SEMA5A, OLIG1, GPNMB	0.0527086768731124	-0.0829982411165951	0.335056707259551	0.0580150223484122	0.0221396855408411	0.067738248157196	0.00464030063743677	-0.00536400315534141	0.0104133858717305
res1	9	114061	0.560934939272453	t_cell	0.000471769179272608	COL25A1, FGFR2, RGS16, NTNG2, TRPC6	-0.0564226061237827	-0.0176102581506421	-0.0367209882405327	0.00851789047250723	-0.00654729290661961	-0.0101222420760176	0.00898965965177984	0.00522473112616356	0.00636219829814269
res1	17	21950	0.214398130305923	t_cell	0.00110993192437366	NR4A2, FGFR3, RGS16, COL25A1, B4GALNT1	-0.0772229315531273	-0.0432924312522962	-0.0587501958317204	-0.00705414096327743	-0.027846547356283	-0.0268052478864742	-0.00594420903890378	-0.0223245697513742	-0.0168730194777584
res1	16	20893	0.307526021848611	oligo_mature	0.00124075983233381	IGFBP5, RELN, GNLY, NPFFR2, CTNNA3	-0.094998759772131	-0.0594460752340027	-0.0654613498268102	-0.013056985838889	-0.0333238540828548	-0.0362089395891052	-0.0142977456712228	-0.0356461167258553	-0.026819458452428
res1	3	142449	0.515464552309974	oligo_mature	0.00130199631107293	APP, RELN, SOX4, DNER, GNLY	-0.10111441513349	-0.0278537150922711	-0.0699541096976636	-0.0145371219206908	-0.0158391182317637	-0.0385193318367446	-0.0166129806171387	-0.0378035883339647	-0.0197296092925801
res1	26	16364	0.444850246727131	oligo_mature	0.0021676156857905	FGFR3, NTNG2, SOX4, PLCH1, GNLY	-0.0987571696676573	-0.0665078869379527	-0.0667538632292054	-0.0150270791827628	-0.0431819309326516	-0.0376715579696843	-0.0171946948685533	-0.0366371156073077	-0.0264307586978136
res1	25	17415	0.353401543614317	proliferation	0.00262738253146409	RELN, FBLN1, COL25A1, SOX4, NNAT	-0.0845569044709491	-0.0187720362935882	-0.0516450908909041	-0.00217388015570434	-0.00379976983593658	-0.0227641542509843	0.00220457737641823	-0.0164550356760201	0.00483195990788232
res1	38	70	0.177774088479166	oligo_mature	0.0041174852237218	SULF1, IGFBP5, NR2F2, GNLY, NPFFR2	-0.101760833872767	-0.152079753228573	-0.0729412706737083	-0.0190230502210124	-0.0534707210251625	-0.0414541405026633	-0.0231405354447342	-0.0415064916326061	-0.0370988687161302
res1	36	203	0.7850902508864	oligo_mature	0.00509442378299777	ITGA8, TGFBI, ANKRD18A, TRPC5, TRHDE	-0.0986621308797703	-0.153409411248041	-0.0689837795002123	-0.0179606689027131	-0.0553830470877063	-0.0347757377856602	-0.0230550926857109	-0.0348552318867527	-0.0357173123531827
res1	18	358	0.805404622388237	oligo_mature	0.00527064550075802	DDR2, CTNNA3, PVALB, GNLY, TRPC5	-0.0805327083389271	-0.116467082938207	-0.0638738308483884	-0.0190260911266191	-0.0478640659805356	-0.0384817425639349	-0.0242967366273772	-0.0385873118763444	-0.0318943218305102
res1	35	222	0.52589444087217	oligo_mature	0.00541145346461066	KCNH5, WIF1, ZBBX, IDO1, ADAMTS12	-0.104830617475202	-0.151967739845865	-0.0710227817142451	-0.0190246550222752	-0.0515812091158026	-0.0406450413901215	-0.0244361084868858	-0.0402879121817074	-0.0344461950124512
res1	33	386	0.623513121346828	oligo_mature	0.00561185854770669	IDH2, GNLY, TRPC5, NPFFR2, CTNNA3	-0.101796764923942	-0.126197495462717	-0.0684396833662373	-0.0187623566232473	-0.0502052514420959	-0.0414614114675004	-0.024374215170954	-0.0408547692411687	-0.0333741345017737
res1	22	91	0.305561180329291	oligo_mature	0.00601968240437667	COL25A1, APP, CDH6, FSTL4, RXFP1	-0.10750661056336	-0.155375452028501	-0.0729421207512837	-0.0190232719208575	-0.0534120012329147	-0.0414546236205871	-0.0250429543252342	-0.0415069753606443	-0.037099301076522
res1	21	99	0.164843611657532	oligo_mature	0.00601970913022099	B4GALNT1, APP, GNLY, TRPC5, NPFFR2	-0.107507087865109	-0.161911160867908	-0.0729424445955719	-0.0190233563793006	-0.0543993291629467	-0.0414548076684725	-0.0250430655095216	-0.041507159640958	-0.0370994657878935
res1	31	533	0.28680838836974	oligo_mature	0.00602115936300982	UNC5B, RELN, TRPC6, GNLY, TRPC5	-0.107138361422103	-0.147059201947387	-0.0729600174587385	-0.019027939374023	-0.0562669028438966	-0.0414647947160248	-0.0250490987370328	-0.0415171593008384	-0.0365576112778289
res1	28	970	0.317354753803829	oligo_mature	0.00604505539706456	ELOVL2, GNLY, TRPC5, NPFFR2, CTNNA3	-0.100433396263572	-0.140626031431018	-0.0709368691802226	-0.0186003770340645	-0.0540589123064268	-0.0412881934120222	-0.0246454324311291	-0.0415272329521636	-0.035600184975791
res1	27	2032	0.274623233412819	oligo_mature	0.00605116544204624	SOX9, RELN, APP, GNLY, NPFFR2	-0.105918333400063	-0.154043995527144	-0.0727540170358484	-0.0188886679170772	-0.0546589442407046	-0.0413647220838824	-0.0249398333591234	-0.0415517343871269	-0.0363460507135079
res1	32	441	0.685132452678727	oligo_mature	0.00611966156596334	MGST1, GNLY, TRPC5, NPFFR2, CTNNA3	-0.0859620371919688	-0.138413427401831	-0.0704697566471339	-0.0183202818663439	-0.0528037072175366	-0.0410478234019508	-0.0244399434323072	-0.0415150391548677	-0.0361013755324701
res1	29	915	0.748711392246413	oligo_mature	0.00624240298976551	NES, GNLY, NPFFR2, CTNNA3, HTR2C	-0.0929819147031067	-0.128728053482468	-0.0623946048902281	-0.0182405534316962	-0.050743025625052	-0.0398370472675675	-0.0244829564214617	-0.0340486070321389	-0.0339314084059453
res1	34	304	0.713162495178561	oligo_mature	0.00626637610187494	PLCE1, ADAMTS12, NXPH2, PVALB, TACR1	-0.0810694785526088	-0.126756236007558	-0.0606469403513721	-0.0183351180962139	-0.0493890174790796	-0.0402639144599324	-0.0246014941980888	-0.0406662409124346	-0.0329446398170005
