resolution	cluster	n_cells	entropy	top_lineage	margin	top_unbiased_genes	astro_glial	radial_glia	opc	oligo_mature	neuronal	myeloid	t_cell	endothelial	proliferation
res1	20	42316	0.642428724449874	radial_glia	0.0168539757429384	RELN, APP, FGFR3, SOX4, COL25A1	-0.0579369389222978	0.0235481764854756	-0.0405442241045203	-0.00134310707531017	0.00669420074253718	-0.01904860044261	-0.000624568578902779	-0.0192486203222511	0.00380243141494872
res1	11	40850	0.705745226386931	neuronal	0.0172608792114401	SLC17A7, CRYM, APP, C1QL3, HS3ST2	0.038941660597558	-0.0818147440838357	-0.000710562648237759	-0.00300604276006932	0.0562025398089981	-0.00497256655281915	-0.0134179608592041	-0.00904629690996136	0.00495893949969578
res1	4	136994	0.386710297622894	neuronal	0.0187569387639138	NNAT, RELN, SOX4, SOX11, FBLN1	-0.0912753837843803	-0.0555334893230248	-0.0615076718713154	-0.0100627529349851	0.0102597044867175	-0.0280044117678662	-0.0122628680507297	-0.0281989321258987	-0.00849723427719636
res1	15	27280	0.891250011625591	neuronal	0.024201486341591	GAD1, TAC1, CAV1, SST, BTBD11	-0.0275914438439655	-0.0476431352011169	-0.00476164697555862	-0.00624827030584478	0.0194398393660324	-0.0113863314628996	-0.00970650585466358	-0.0181796883635553	-0.00715330804990255
res1	19	1381	0.815070822173831	opc	0.0278138098968296	PDGFRA, TMEM132C, GPNMB, ERBB3, SORCS1	-0.0750371310803337	-0.138879730643024	0.0207830833929648	-0.00703072650386479	-0.0409983875116935	-0.0235943721009823	-0.0196380735845646	-0.0331305405525232	-0.0289916351012733
res1	30	838	0.331647764894171	neuronal	0.0626763399070273	GAD2, GNLY, TRPC5, NPFFR2, CTNNA3	-0.107315536131465	-0.134973927085672	-0.0728698983965175	-0.0190311614636511	0.0436451784433762	-0.0413624471862535	-0.0242594943609513	-0.0415241895948571	-0.0364134145907781
res1	1	255149	0.128352613902033	radial_glia	0.0651532205211934	RELN, FGFR3, APP, IGFBP5, COL25A1	-0.0916622906865816	0.0864644291982847	-0.0550769925870446	0.00897785379176926	0.006734976197645	-0.0235961807918682	0.0213112086770914	-0.012262767609162	0.0117930306066488
res1	12	34287	0.765977534231179	t_cell	0.0741744337609708	CD2, TRAC, CD48, PTPRC, CCL5	-0.0655690882127526	-0.0701275342927803	-0.0491521123011037	-0.00667220676540809	-0.0266639912589705	-0.0142689928089835	0.0675022269955627	-0.0118124800057405	-0.0114000709323169
res1	24	19123	0.831980323885253	myeloid	0.0829420603790034	CD83, CCL4, AIF1, GPR34, GPR183	0.0211268934994752	-0.0875223123677601	-0.0107917160265127	-0.00832792913699759	-0.0292125316854847	0.110480878110632	0.0158111601413612	0.0275388177316286	-0.00745187758844318
res1	8	117760	0.240536299739403	radial_glia	0.102552722429866	CXCL14, PAX6, FGFR3, DNER, RGS16	-0.00595923664589441	0.172392468895484	-0.054219506659539	0.00293817917189617	0.0698397464656183	-0.027549901384626	-0.00463212512999127	-0.0177259049542536	0.00819503784014003
res1	14	29949	0.790616142524083	oligo_mature	0.112509834618765	ERMN, MOG, CNDP1, UGT8, CLDN11	-0.035221140185606	-0.0703456107565876	-0.0101888643179771	0.102320970300788	-0.0260798661115825	-0.0217218160444251	-0.0129364180383311	-0.0222836131379811	-0.0162267891526371
res1	6	140544	0.316088403901022	radial_glia	0.133065669052238	PAX6, FGFR3, LAMP5, SOX4, MEIS2	-0.0070757166673312	0.156815993877558	-0.0360243755170859	-0.00180342188079345	0.015320054313723	-0.0289506274873894	-0.00847471367762551	-0.0137001859291008	0.0237503248253208
res1	7	133444	0.957200879780521	myeloid	0.134783022184369	AIF1, GPR34, RNASET2, MS4A6A, APOE	0.034310095059622	-0.129716074675192	-0.0218023563524024	-0.010560278744327	-0.04116615677576	0.18733930452746	0.0320150526042332	0.0525562823430913	-0.0140338479941365
res1	13	29625	0.701552265533203	proliferation	0.143338286501285	TOP2A, SOX4, MKI67, COL25A1, CENPF	-0.0639057487043305	-0.00951304342640744	-0.0402404363472096	-0.00406847717969177	-0.00733262632504843	-0.0197759764741774	-0.00430406184045506	-0.0143803360642326	0.139269809321593
res1	37	148	0.364826482998283	radial_glia	0.167050837921018	SOX9, PAX6, GNLY, TRPC5, NPFFR2	-0.0972311518900681	0.148026964217389	-0.0719633408132104	-0.0190238737036291	-0.0543554494497124	-0.0414559349974313	-0.0250437465348249	-0.0415082883935851	-0.0361573411577442
res1	10	111977	0.896841176909582	endothelial	0.202972091540174	IFITM3, DCN, FLT1, IGFBP4, PECAM1	-0.000568773981912685	-0.135085341706203	-0.0362317895265473	-0.00416840043628001	-0.0450461790757433	0.00137077641157881	0.00275676998607645	0.20572886152625	-0.0171641765886667
res1	23	88788	0.47701088089029	astro_glial	0.213792414880929	GJA1, AQP4, PTPRZ1, TTYH1, TRIL	0.31305711463131	0.0338070938130247	0.0992646997503815	-0.00910018977103796	0.00325830582743779	-0.0123503788233282	-0.0187091985227104	-0.0265602592788908	-0.0128825251628468
res1	2	104145	0.869821795028939	astro_glial	0.222498426666647	AQP4, APOE, SERPINA3, PTPRZ1, GJA1	0.296848394365755	0.00774381400001922	0.0743499676991074	-0.00329246595631543	-0.025616817999483	0.0101086788228162	-0.0130662916608947	-0.0271724426298826	-0.00556163646303834
res1	5	147651	0.836626188342418	opc	0.280817648936586	PTPRZ1, OLIG1, SEMA5A, OLIG2, VCAN	0.0487387742564459	-0.0320013439256548	0.329556423193032	0.0127989852635987	0.0310797769413007	0.0144769750173255	-0.0150055989548211	-0.0277540547097721	-0.000390212470783857
