estimate	std.error	statistic	p.value	term	cell_type	conf.low	conf.high	converged	q.value	sig
0.00384048618780049	0.00583456099753824	0.658230531726534	0.510390008705566	age_yr	Astrocytes	-0.00759525336737446	0.0152762257429754	TRUE	0.689935424790488	FALSE
-0.0841380975019516	0.838204493712531	-0.10037896257188	0.920043470837199	location_broadPosterior_fossa	Astrocytes	-1.72701890517851	1.55874271017461	TRUE	0.989636850684221	FALSE
-0.585804474955716	0.659303937060457	-0.888519606856221	0.374261313886511	location_broadSupratentorial	Astrocytes	-1.87804019159421	0.70643124168278	TRUE	0.858001704955287	FALSE
0.279322063180455	0.231625132850698	1.20592294861413	0.227847201201711	sex_combinedMale	Astrocytes	-0.174663197206914	0.733307323567824	TRUE	0.467389175763946	FALSE
-0.0374918019508494	0.0228025063853737	-1.64419653336432	0.100135612799537	age_yr	B_Cells	-0.0821847144661819	0.00720111056448316	TRUE	0.360488206078333	FALSE
1.93159847588915	1.56114274226682	1.23729779705116	0.215976545421685	location_broadPosterior_fossa	B_Cells	-1.12824129895382	4.99143825073212	TRUE	0.595102881832345	FALSE
1.25425577417242	1.43271335869902	0.875440831591988	0.381334091091239	location_broadSupratentorial	B_Cells	-1.55386240887766	4.0623739572225	TRUE	0.858001704955287	FALSE
0.114362502964782	0.55938878348692	0.204441895048217	0.838008193957235	sex_combinedMale	B_Cells	-0.982039512669581	1.21076451859915	TRUE	0.952490829194795	FALSE
-0.0231599763430466	0.00719763567632206	-3.2177200103689	0.00129213885670734	age_yr	Cycling_Cells	-0.0372673422686378	-0.00905261041745533	TRUE	0.00775283314024407	TRUE
1.98196448302907	0.786565344029536	2.51977092313215	0.0117431231044506	location_broadPosterior_fossa	Cycling_Cells	0.440296408731174	3.52363255732696	TRUE	0.208543113860571	FALSE
2.08876589537148	0.50372289687588	4.14665664063742	3.37365403872401e-05	location_broadSupratentorial	Cycling_Cells	1.10146901749476	3.07606277324821	TRUE	0.000607257726970323	TRUE
-0.366410794566814	0.249553217326629	-1.46826716358153	0.142031666689052	sex_combinedMale	Cycling_Cells	-0.855535100527007	0.122713511393379	TRUE	0.467389175763946	FALSE
-0.00705413805823431	0.00896460804688072	-0.786887504879684	0.431347722668017	age_yr	Endothelial	-0.0246247698301205	0.0105164937136519	TRUE	0.689935424790488	FALSE
0.864344568968069	0.838530589194	1.03078478007449	0.302641757096262	location_broadPosterior_fossa	Endothelial	-0.779175385852171	2.50786452378831	TRUE	0.595102881832345	FALSE
1.02095440491897	0.663126075578375	1.53960829247816	0.12365586292136	location_broadSupratentorial	Endothelial	-0.278772703214647	2.32068151305258	TRUE	0.556451383146119	FALSE
-0.0493926047575434	0.339252665037981	-0.145592385403999	0.884243179497863	sex_combinedMale	Endothelial	-0.714327828231986	0.6155426187169	TRUE	0.952490829194795	FALSE
0.0232343129471938	0.00625020228920544	3.71736975414718	0.000201307710156087	age_yr	Excitatory_Neurons	0.0109839164603511	0.0354847094340365	TRUE	0.00181176939140479	TRUE
-1.14816840214339	1.24742633896459	-0.920429821208049	0.357348190852441	location_broadPosterior_fossa	Excitatory_Neurons	-3.59312402651399	1.29678722222721	TRUE	0.595102881832345	FALSE
0.266283995709157	0.976682531295183	0.272641300706009	0.785128960844005	location_broadSupratentorial	Excitatory_Neurons	-1.6480137656294	2.18058175704772	TRUE	0.991066819176697	FALSE
0.104110366207897	0.274291107061455	0.379561580844732	0.704270884192476	sex_combinedMale	Excitatory_Neurons	-0.433500203632554	0.641720936048349	TRUE	0.952490829194795	FALSE
-0.00138310563774577	0.00561826278768557	-0.246180303416448	0.805542662044423	age_yr	Inhibitory_Neurons	-0.0123949007016095	0.00962868942611795	TRUE	0.856725198782794	FALSE
-1.17729876776215	1.44218457473169	-0.816330162164701	0.414311327855951	location_broadPosterior_fossa	Inhibitory_Neurons	-4.00398053423625	1.64938299871196	TRUE	0.621466991783926	FALSE
-0.0509222590791216	1.24639334482005	-0.0408556891696767	0.967410942849587	location_broadSupratentorial	Inhibitory_Neurons	-2.49385321492642	2.39200869676817	TRUE	0.991066819176697	FALSE
0.0749281619831985	0.260214965525771	0.287947166419902	0.773387181572268	sex_combinedMale	Inhibitory_Neurons	-0.435093170447314	0.584949494413711	TRUE	0.952490829194795	FALSE
0.00537903347563165	0.00870481593428168	0.617937646957899	0.536616441503713	age_yr	Macrophage	-0.0116824057555604	0.0224404727068237	TRUE	0.689935424790488	FALSE
-0.0105673773997872	0.813585711312394	-0.0129886467434894	0.989636850684221	location_broadPosterior_fossa	Macrophage	-1.60519537157208	1.58406061677251	TRUE	0.989636850684221	FALSE
-0.241277911939993	0.627420527976191	-0.384555335985356	0.700566890599291	location_broadSupratentorial	Macrophage	-1.47102214677333	0.988466322893341	TRUE	0.991066819176697	FALSE
0.326351540317127	0.27104968054715	1.20402850008287	0.228578563187254	sex_combinedMale	Macrophage	-0.204905833555286	0.85760891418954	TRUE	0.467389175763946	FALSE
0.00354554065746654	0.00694831944300628	0.510273122378571	0.60986013002111	age_yr	Microglia	-0.0100731654508258	0.0171642467657588	TRUE	0.731832156025332	FALSE
0.206864014579041	0.743848241462174	0.278099756171246	0.780935782906901	location_broadPosterior_fossa	Microglia	-1.25107853868682	1.6648065678449	TRUE	0.989636850684221	FALSE
-0.110849607470224	0.582382832374168	-0.190338041075713	0.849044246018082	location_broadSupratentorial	Microglia	-1.25231995892359	1.03062074398314	TRUE	0.991066819176697	FALSE
-0.0179373319784561	0.245700205110263	-0.0730049532128246	0.941802175937187	sex_combinedMale	Microglia	-0.499509733994571	0.463635070037659	TRUE	0.952490829194795	FALSE
0.00142559316253503	0.00789608063965591	0.180544402671799	0.856725198782794	age_yr	Monocytes	-0.0140507248911906	0.0169019112162606	TRUE	0.856725198782794	FALSE
0.93152639892212	1.02547347233004	0.908386637058046	0.363673983341989	location_broadPosterior_fossa	Monocytes	-1.07840160684475	2.94145440468899	TRUE	0.595102881832345	FALSE
-0.0521953286512418	0.639691844811635	-0.0815944881501676	0.934969184499797	location_broadSupratentorial	Monocytes	-1.30599134448205	1.20160068717956	TRUE	0.991066819176697	FALSE
0.53502124123183	0.312494525325771	1.71209796611342	0.086878616136616	sex_combinedMale	Monocytes	-0.0774680284066814	1.14751051087034	TRUE	0.419348665085321	FALSE
-0.00265456743835236	0.0143126715769003	-0.185469737364522	0.852860614538692	age_yr	NK_Cells	-0.030707403729077	0.0253982688523723	TRUE	0.856725198782794	FALSE
-2.26683228333279	1.13782146199337	-1.99225657016654	0.046342914191238	location_broadPosterior_fossa	NK_Cells	-4.49696234883979	-0.0367022178257868	TRUE	0.208543113860571	FALSE
-2.3231754735613	0.861059424112205	-2.69804314139714	0.00697484010490397	location_broadSupratentorial	NK_Cells	-4.01085194482122	-0.63549900230138	TRUE	0.0418490406294238	TRUE
-0.0503751880537076	0.463777247536234	-0.108619360525598	0.913504404132107	sex_combinedMale	NK_Cells	-0.959378593224726	0.858628217117311	TRUE	0.952490829194795	FALSE
0.0116144492717673	0.00835657857018637	1.38985700597659	0.164572303464834	age_yr	Neutrophil	-0.00476444472579795	0.0279933432693326	TRUE	0.493716910394503	FALSE
-1.90416909177155	0.914739650104858	-2.08165142021916	0.0373743209730496	location_broadPosterior_fossa	Neutrophil	-3.69705880597707	-0.111279377566029	TRUE	0.208543113860571	FALSE
-1.8856950532287	0.633473291502696	-2.976755418931	0.00291316309080568	location_broadSupratentorial	Neutrophil	-3.12730270457399	-0.64408740188342	TRUE	0.0262184678172511	TRUE
0.39942184247652	0.286843335225575	1.39247384696044	0.163778955889248	sex_combinedMale	Neutrophil	-0.162791094565607	0.961634779518646	TRUE	0.467389175763946	FALSE
-0.0115398305185385	0.00562667131260772	-2.0509160527435	0.040275122581515	age_yr	OPC	-0.0225681062912496	-0.000511554745827406	TRUE	0.181238051616818	FALSE
-1.4696769735154	0.704240510499438	-2.08689638213672	0.036897502006829	location_broadPosterior_fossa	OPC	-2.8499883740943	-0.0893655729364975	TRUE	0.208543113860571	FALSE
-0.591561001279186	0.544183218384472	-1.08706219025895	0.27700932611439	location_broadSupratentorial	OPC	-1.65816010931275	0.475038106754379	TRUE	0.831027978343171	FALSE
-0.358241091920891	0.213389578961884	-1.67881249714111	0.0931885922411825	sex_combinedMale	OPC	-0.776484666686184	0.0600024828444026	TRUE	0.419348665085321	FALSE
0.0389322810208261	0.00758172495641834	5.13501627197222	2.82119613693313e-07	age_yr	Oligodendrocytes	0.0240721001062461	0.053792461935406	TRUE	5.07815304647964e-06	TRUE
-1.09948842666515	1.03631143779177	-1.06096332296399	0.288706569633484	location_broadPosterior_fossa	Oligodendrocytes	-3.13065884473702	0.931681991406718	TRUE	0.595102881832345	FALSE
0.107459775474568	0.826364299539654	0.130039227897952	0.896535390800982	location_broadSupratentorial	Oligodendrocytes	-1.51221425162315	1.72713380257229	TRUE	0.991066819176697	FALSE
0.255589983299523	0.282582964467943	0.904477677133708	0.365742165921438	sex_combinedMale	Oligodendrocytes	-0.298272627057646	0.809452593656692	TRUE	0.658335898658588	FALSE
0.00687971262195514	0.0092632448423192	0.742689277792283	0.457669822781211	age_yr	Pericytes	-0.0112762472689905	0.0250356725129008	TRUE	0.689935424790488	FALSE
