estimate	std.error	statistic	p.value	term	cell_type	conf.low	conf.high	converged	q.value	sig
-0.00924839724986362	0.00366897705006425	-2.52070185331403	0.0117121041827353	age_yr	Astrocytes	-0.0164395922679896	-0.00205720223173768	TRUE	0.0334631548078152	TRUE
-0.333267798739042	0.373879508302986	-0.891377546342996	0.372726659426703	location_broadPosterior_fossa	Astrocytes	-1.0660716350129	0.399536037534811	TRUE	0.931816648566758	FALSE
-0.151294518715731	0.314824822602397	-0.48056731189461	0.630824052308688	location_broadSupratentorial	Astrocytes	-0.768351171016429	0.465762133584966	TRUE	0.894435468875156	FALSE
0.580591317212739	0.149671559624777	3.87910247389864	0.000104842584609865	sex_combinedMale	Astrocytes	0.287235060348177	0.873947574077301	TRUE	0.000419370338439461	TRUE
-0.0218428798512527	0.0153437086354777	-1.42357238202162	0.154570295340742	age_yr	B_Cells	-0.051916548776789	0.00823078907428357	TRUE	0.309140590681485	FALSE
0.209292305624049	0.702736801867618	0.297824598153714	0.765837039407142	location_broadPosterior_fossa	B_Cells	-1.16807182603648	1.58665643728458	TRUE	0.982910644926579	FALSE
-0.196908672914006	0.634588873741002	-0.310293295489405	0.756337929148705	location_broadSupratentorial	B_Cells	-1.44070286544637	1.04688551961836	TRUE	0.894435468875156	FALSE
0.0304470492797895	0.41344685397922	0.0736419904680658	0.941295258267042	sex_combinedMale	B_Cells	-0.779908784519482	0.840802883079061	TRUE	0.941295258267042	FALSE
-0.0254854421728385	0.0262126982889096	-0.972255579793598	0.330923416409641	age_yr	Choroid_Plexus	-0.0768623308191013	0.0258914464734243	TRUE	0.471170764330274	FALSE
1.31731771790593	110380.635655948	1.19343190051193e-05	0.999990477791122	location_broadPosterior_fossa	Choroid_Plexus	-216344.72856794	216347.363203376	TRUE	0.999990477791122	FALSE
0.00269685106805942	111928.15473433	2.40944834162647e-08	0.999999980775384	location_broadSupratentorial	Choroid_Plexus	-219379.180582435	219379.185976137	TRUE	0.999999980775384	FALSE
0.41111398844473	1.24476902650352	0.330273311507054	0.741193456889509	sex_combinedMale	Choroid_Plexus	-2.02863330350217	2.85086128039163	TRUE	0.941295258267042	FALSE
-0.0168356789627187	0.00993798433991847	-1.69407380680747	0.0902512589197905	age_yr	Cycling_Cells	-0.0363141282689589	0.00264277034352152	TRUE	0.20055835315509	FALSE
-0.970282806104713	0.495619900888072	-1.95771558883354	0.0502633950013033	location_broadPosterior_fossa	Cycling_Cells	-1.94169781184533	0.00113219963590772	TRUE	0.501841220326321	FALSE
-0.65224939667882	0.396939734932251	-1.6431950225143	0.100342589411685	location_broadSupratentorial	Cycling_Cells	-1.43025127714603	0.125752483788391	TRUE	0.401370357646739	FALSE
-0.515765823219317	0.321317910367378	-1.60515740510579	0.108459168706509	sex_combinedMale	Cycling_Cells	-1.14554892753938	0.114017281100744	TRUE	0.294817390952714	FALSE
0.00131557942631039	0.00770475681071817	0.170748987752641	0.86442114175141	age_yr	Endothelial	-0.0137857439226972	0.016416902775318	TRUE	0.86442114175141	FALSE
0.172963922344522	0.460626303456337	0.375497276309834	0.707290671692546	location_broadPosterior_fossa	Endothelial	-0.729863632429898	1.07579147711894	TRUE	0.982910644926579	FALSE
0.605336164953848	0.393910942501984	1.536733559898	0.124358569311558	location_broadSupratentorial	Endothelial	-0.16672928235004	1.37740161225774	TRUE	0.414528564371859	FALSE
-0.0276856902556286	0.27632287594329	-0.100193261817782	0.920190895387713	sex_combinedMale	Endothelial	-0.569278527104477	0.51390714659322	TRUE	0.941295258267042	FALSE
0.0646443720509638	0.00440126781800321	14.6876706267541	7.73265778452148e-49	age_yr	Excitatory_Neurons	0.0560178871276775	0.0732708569742501	TRUE	1.5465315569043e-47	TRUE
0.973037932050202	0.695397205094459	1.39925487896954	0.16173656503561	location_broadPosterior_fossa	Excitatory_Neurons	-0.389940589934937	2.33601645403534	TRUE	0.539121883452032	FALSE
1.55644323221923	0.564408370802427	2.75765440899896	0.00582177106527808	location_broadSupratentorial	Excitatory_Neurons	0.450202825446476	2.66268363899199	TRUE	0.0582177106527808	TRUE
-1.88528776022383	0.14924167692137	-12.6324482484683	1.39858026581585e-36	sex_combinedMale	Excitatory_Neurons	-2.17780144698972	-1.59277407345794	TRUE	2.79716053163169e-35	TRUE
-0.0269094804556982	0.0038722467648502	-6.94931963013447	3.67052078182729e-12	age_yr	Inhibitory_Neurons	-0.0344990841148046	-0.0193198767965918	TRUE	1.83526039091365e-11	TRUE
0.321415171583471	1.16765919595827	0.275264540112402	0.783113005398452	location_broadPosterior_fossa	Inhibitory_Neurons	-1.96719685249474	2.61002719566168	TRUE	0.982910644926579	FALSE
1.42850254281959	1.03433377230195	1.38108469535941	0.167252920745711	location_broadSupratentorial	Inhibitory_Neurons	-0.598791650892228	3.4557967365314	TRUE	0.47786548784489	FALSE
0.926325661066925	0.165094702435377	5.6108745308137	2.01306684735343e-08	sex_combinedMale	Inhibitory_Neurons	0.602740044293585	1.24991127784026	TRUE	1.34204456490229e-07	TRUE
0.00660050747474722	0.00757259566622507	0.871630780999768	0.383409832861512	age_yr	Macrophage	-0.00824178003105392	0.0214427949805484	TRUE	0.47926229107689	FALSE
-0.187442109431342	0.397066759195117	-0.472066988965031	0.636878974098871	location_broadPosterior_fossa	Macrophage	-0.965692957453771	0.590808738591087	TRUE	0.982910644926579	FALSE
-0.229075437868322	0.335936856675958	-0.681900283687202	0.495302006024208	location_broadSupratentorial	Macrophage	-0.887511676953199	0.429360801216555	TRUE	0.894435468875156	FALSE
0.30770346351419	0.241648625665629	1.27335076980724	0.202893598449489	sex_combinedMale	Macrophage	-0.165927842790442	0.781334769818822	TRUE	0.338155997415815	FALSE
-0.0395498755860258	0.00371224233977885	-10.6539045584998	1.67201488473161e-26	age_yr	Microglia	-0.0468258705719924	-0.0322738806000593	TRUE	1.67201488473161e-25	TRUE
0.410289100085474	0.453737547300224	0.904243218412777	0.36586644805844	location_broadPosterior_fossa	Microglia	-0.479036492622965	1.29961469279391	TRUE	0.931816648566758	FALSE
0.140570987375535	0.389920164683801	0.360512228162216	0.718464113812237	location_broadSupratentorial	Microglia	-0.623672535404714	0.904814510155785	TRUE	0.894435468875156	FALSE
-0.238398522511511	0.1635470148005	-1.45767578088977	0.144929930667619	sex_combinedMale	Microglia	-0.558950671520491	0.0821536264974697	TRUE	0.294817390952714	FALSE
0.00664020842626058	0.00715495857842721	0.928056864826772	0.353378073247705	age_yr	Monocytes	-0.00738351038745676	0.0206639272399779	TRUE	0.471170764330274	FALSE
0.0594504381838557	0.409676335121099	0.145115626867445	0.884619580433921	location_broadPosterior_fossa	Monocytes	-0.743515178653499	0.86241605502121	TRUE	0.982910644926579	FALSE
-0.19330717750605	0.352462299849437	-0.548447812967872	0.583384453724423	location_broadSupratentorial	Monocytes	-0.884133285210948	0.497518930198847	TRUE	0.894435468875156	FALSE
0.40574752174048	0.254430533423902	1.59472810232438	0.110773050925846	sex_combinedMale	Monocytes	-0.0929363237703685	0.904431367251329	TRUE	0.294817390952714	FALSE
